Algorithm,Heuristic/Depth Limit,Depth,Nodes Generated,Effective Branching Factor
A*(h2),Manhattan,24,3574,1.4062032786135654
A*(h1),Misplaced Titles,24,27328,1.5305892556810574
IDS,N/A,34,497743,1.470818132627905
A*(h2),Manhattan,19,252,1.3377947957688736
A*(h1),Misplaced Titles,19,3301,1.5317640399239525
IDS,N/A,21,41425,1.659088846325664
A*(h2),Manhattan,24,2964,1.3952807150194044
A*(h1),Misplaced Titles,24,23268,1.520366507847241
IDS,N/A,42,1044911,1.3909496575990627
A*(h2),Manhattan,24,1069,1.3372339818871355
A*(h1),Misplaced Titles,24,21666,1.5158542560639585
IDS,N/A,30,291330,1.5210593975250057
A*(h2),Manhattan,22,1440,1.3917522479802957
A*(h1),Misplaced Titles,22,10953,1.5262129714446055
IDS,N/A,28,218933,1.5514057652252016
A*(h2),Manhattan,17,353,1.4121118591439574
A*(h1),Misplaced Titles,17,1558,1.540983843940202
IDS,N/A,19,28049,1.7143556175849177
A*(h2),Manhattan,19,250,1.3372338725601038
A*(h1),Misplaced Titles,19,2630,1.513553131558171
IDS,N/A,23,77910,1.631841469037183
A*(h2),Manhattan,21,1947,1.4342883599305032
A*(h1),Misplaced Titles,21,9167,1.544107339251466
IDS,N/A,21,235981,1.8024004514101357
A*(h2),Manhattan,25,4088,1.3946345997168532
A*(h1),Misplaced Titles,25,37142,1.5233321620612408
IDS,N/A,31,410914,1.5173603799435411
A*(h2),Manhattan,22,1951,1.4110979099590184
A*(h1),Misplaced Titles,22,9724,1.5179787066127512
IDS,N/A,30,419912,1.5397088623788213
A*(h2),Manhattan,23,1616,1.378787858154095
A*(h1),Misplaced Titles,23,17546,1.5294295739110224
IDS,N/A,23,115932,1.6602854172794455
A*(h2),Manhattan,24,1201,1.3437370503788049
A*(h1),Misplaced Titles,24,20472,1.5122781524165687
IDS,N/A,38,652950,1.422404625656193
A*(h2),Manhattan,20,554,1.371435819336483
A*(h1),Misplaced Titles,20,4211,1.5178164734109112
IDS,N/A,26,111287,1.5634860718745247
A*(h2),Manhattan,25,4052,1.3941412504091024
A*(h1),Misplaced Titles,25,41316,1.5298354865999906
IDS,N/A,31,326937,1.5062114261508273
A*(h2),Manhattan,25,2763,1.3729516248600686
A*(h1),Misplaced Titles,25,37152,1.5233485654356498
IDS,N/A,27,189791,1.5685258823333414
A*(h2),Manhattan,20,585,1.3751744452741432
A*(h1),Misplaced Titles,20,4813,1.5279909889839935
IDS,N/A,20,29803,1.6738363658956295
A*(h2),Manhattan,19,254,1.3383515172606266
A*(h1),Misplaced Titles,19,3516,1.5368594463396703
IDS,N/A,21,255025,1.8090739572112184
A*(h2),Manhattan,20,777,1.3948292655808174
A*(h1),Misplaced Titles,20,4183,1.5173102555003346
IDS,N/A,20,27128,1.665984240456947
A*(h2),Manhattan,25,2244,1.36157294776674
A*(h1),Misplaced Titles,25,30227,1.5108307026250987
IDS,N/A,27,162242,1.559441224473914
A*(h2),Manhattan,19,552,1.3941598871642042
A*(h1),Misplaced Titles,19,3907,1.5454123910038788
IDS,N/A,23,70160,1.6244245596980262
A*(h2),Manhattan,20,776,1.3947394533109054
A*(h1),Misplaced Titles,20,4206,1.5177263123338676
IDS,N/A,24,71080,1.592781278859149
A*(h2),Manhattan,20,517,1.366704194049025
A*(h1),Misplaced Titles,20,4752,1.5270168227701315
IDS,N/A,22,83864,1.6741674336846166
A*(h2),Manhattan,25,5540,1.4116934204792186
A*(h1),Misplaced Titles,25,36555,1.522361777871201
IDS,N/A,27,417046,1.6149346821215083
A*(h2),Manhattan,20,463,1.359186491425134
A*(h1),Misplaced Titles,20,4459,1.5221654972624021
IDS,N/A,20,41648,1.7020789766926234
A*(h2),Manhattan,18,254,1.3601971894782667
A*(h1),Misplaced Titles,16,604,1.492157989663587
IDS,N/A,16,8980,1.7663622356202302
A*(h2),Manhattan,20,116,1.2683026488017477
A*(h1),Misplaced Titles,20,3720,1.5084368973652875
IDS,N/A,36,642493,1.449872049959818
A*(h2),Manhattan,23,694,1.3290379074742111
A*(h1),Misplaced Titles,23,16666,1.5260117793794603
IDS,N/A,23,70712,1.6249781549017348
A*(h2),Manhattan,23,1021,1.3515347177352672
A*(h1),Misplaced Titles,23,16385,1.5248839804089573
IDS,N/A,31,311971,1.5039364705574174
A*(h2),Manhattan,23,773,1.3352820825602107
A*(h1),Misplaced Titles,21,8078,1.5348363919221855
IDS,N/A,29,313714,1.5471615069974922
A*(h2),Manhattan,26,3899,1.3744013908162411
A*(h1),Misplaced Titles,26,43731,1.508314479932143
IDS,N/A,40,1301092,1.4218628267952074
A*(h2),Manhattan,21,581,1.3540273441487936
A*(h1),Misplaced Titles,21,5292,1.5042334094854422
IDS,N/A,21,42460,1.6610396502835723
A*(h2),Manhattan,22,632,1.3406188505180812
A*(h1),Misplaced Titles,22,10824,1.525391292306314
IDS,N/A,26,178391,1.5921203093190082
A*(h2),Manhattan,20,310,1.332195875351348
A*(h1),Misplaced Titles,20,4089,1.5155869444594687
IDS,N/A,26,147244,1.580413304910051
A*(h2),Manhattan,25,4426,1.399073260750531
A*(h1),Misplaced Titles,23,19496,1.5364533202205441
IDS,N/A,27,167495,1.5612827086861845
A*(h2),Manhattan,28,1297,1.2917439248739937
A*(h1),Misplaced Titles,28,83083,1.4986384233423353
IDS,N/A,40,1005405,1.4127279126126304
A*(h2),Manhattan,20,492,1.3633214102692972
A*(h1),Misplaced Titles,20,4002,1.513958094183241
IDS,N/A,22,64575,1.6543953150963133
A*(h2),Manhattan,23,1067,1.354126766120395
A*(h1),Misplaced Titles,23,17358,1.5287134028118874
IDS,N/A,27,270444,1.5892347401700089
A*(h2),Manhattan,27,5634,1.3769530815786393
A*(h1),Misplaced Titles,27,74704,1.5152846259503345
IDS,N/A,29,235744,1.5319922703530653
A*(h2),Manhattan,26,2433,1.3496968520320671
A*(h1),Misplaced Titles,26,48536,1.5143742976981067
IDS,N/A,38,747366,1.4274689382060992
A*(h2),Manhattan,21,989,1.3887638234361215
A*(h1),Misplaced Titles,21,8127,1.5352784544393918
IDS,N/A,27,172622,1.5630271572444159
A*(h2),Manhattan,27,4907,1.369925314730627
A*(h1),Misplaced Titles,27,72912,1.5139225820805815
IDS,N/A,31,350677,1.509621167838488
A*(h2),Manhattan,23,1914,1.3889708376624532
A*(h1),Misplaced Titles,23,17185,1.5280477874301683
IDS,N/A,27,191430,1.5690254932177785
A*(h2),Manhattan,22,1327,1.386591962076715
A*(h1),Misplaced Titles,22,9455,1.5160442859181478
IDS,N/A,22,51438,1.6373792261984865
A*(h2),Manhattan,22,885,1.361294114445139
A*(h1),Misplaced Titles,22,11858,1.5317304234234719
IDS,N/A,36,561690,1.4444690519990724
A*(h2),Manhattan,18,280,1.367581521195325
A*(h1),Misplaced Titles,18,1857,1.5191500117207875
IDS,N/A,20,39662,1.69792589000149
A*(h2),Manhattan,16,372,1.4476345302818847
A*(h1),Misplaced Titles,16,916,1.5315051695891808
IDS,N/A,22,56275,1.6440818388494558
A*(h2),Manhattan,22,494,1.325690469281042
A*(h1),Misplaced Titles,22,13588,1.5412415419486067
IDS,N/A,34,537819,1.4741718768259808
A*(h2),Manhattan,23,2007,1.3918390471904256
A*(h1),Misplaced Titles,23,17711,1.530052106045499
IDS,N/A,29,237394,1.5323607713555254
A*(h2),Manhattan,21,569,1.3526823465269049
A*(h1),Misplaced Titles,21,7276,1.52721313962139
IDS,N/A,31,525911,1.5294861779714133
A*(h2),Manhattan,22,310,1.2979074143235698
A*(h1),Misplaced Titles,22,10562,1.5236932824659501
IDS,N/A,30,283585,1.5196938590122167
A*(h2),Manhattan,21,615,1.35769924639269
A*(h1),Misplaced Titles,21,7721,1.5315363608090282
IDS,N/A,25,206040,1.631390998388428
A*(h2),Manhattan,22,579,1.3352921576848482
A*(h1),Misplaced Titles,22,9072,1.5131974222576947
IDS,N/A,22,647232,1.837126619599942
A*(h2),Manhattan,24,3639,1.4072597047181945
A*(h1),Misplaced Titles,24,22406,1.5179769622323935
IDS,N/A,34,540147,1.4743591628519892
A*(h2),Manhattan,22,1337,1.3870652200249225
A*(h1),Misplaced Titles,22,9716,1.5179219183449626
IDS,N/A,38,780140,1.4290820762095553
A*(h2),Manhattan,22,574,1.3347658479181654
A*(h1),Misplaced Titles,22,8891,1.5118118843649548
IDS,N/A,28,208888,1.5488056006377982
A*(h2),Manhattan,26,3611,1.3703510171162714
A*(h1),Misplaced Titles,26,42850,1.5071343036381217
IDS,N/A,34,436946,1.4651933347032542
A*(h2),Manhattan,22,1086,1.374017502179082
A*(h1),Misplaced Titles,22,11209,1.5278165891694395
IDS,N/A,26,144038,1.5790757522482486
A*(h2),Manhattan,26,4122,1.3773446134285148
A*(h1),Misplaced Titles,24,19801,1.5101797070230176
IDS,N/A,38,739063,1.4270493293824624
A*(h2),Manhattan,24,2281,1.380136008129786
A*(h1),Misplaced Titles,24,31346,1.5393625688780552
IDS,N/A,36,783289,1.4578742201609698
A*(h2),Manhattan,22,864,1.35980895656106
A*(h1),Misplaced Titles,22,10492,1.5232328093735836
IDS,N/A,28,265641,1.5621575251799926
A*(h2),Manhattan,15,91,1.3508364147788767
A*(h1),Misplaced Titles,15,546,1.5222273108447646
IDS,N/A,17,13718,1.751338306502784
A*(h2),Manhattan,24,1386,1.3517824422220464
A*(h1),Misplaced Titles,24,21224,1.5145529743611712
IDS,N/A,30,288601,1.5205822889629688
A*(h2),Manhattan,19,230,1.3313782721089797
A*(h1),Misplaced Titles,19,2476,1.5087540703463393
IDS,N/A,19,115068,1.8465710805432132
A*(h2),Manhattan,24,1129,1.3402801355661624
A*(h1),Misplaced Titles,24,22264,1.5175748935314108
IDS,N/A,30,272395,1.517655864317674
A*(h2),Manhattan,20,250,1.3179441309174251
A*(h1),Misplaced Titles,20,4625,1.524949938789574
IDS,N/A,32,495561,1.5065091890341726
A*(h2),Manhattan,23,579,1.3186102862977205
A*(h1),Misplaced Titles,23,17376,1.5287822927448653
IDS,N/A,25,109581,1.5907041363184438
A*(h2),Manhattan,24,1185,1.3429863480593351
A*(h1),Misplaced Titles,24,20041,1.5109379907880607
IDS,N/A,38,892643,1.4341572882793285
A*(h2),Manhattan,26,2693,1.3549777615153846
A*(h1),Misplaced Titles,26,42533,1.5067039391419503
IDS,N/A,28,194715,1.5449240066409256
A*(h2),Manhattan,12,56,1.3985639696474133
A*(h1),Misplaced Titles,12,150,1.5182417792741358
IDS,N/A,12,2600,1.9256666644902376
A*(h2),Manhattan,21,659,1.362174163733353
A*(h1),Misplaced Titles,21,8153,1.5355119884842086
IDS,N/A,37,699148,1.4386704638542855
A*(h2),Manhattan,26,2314,1.3470961364694578
A*(h1),Misplaced Titles,26,43082,1.5074473349781585
IDS,N/A,34,473918,1.4686978096295389
A*(h2),Manhattan,27,5646,1.3770615928360044
A*(h1),Misplaced Titles,27,67962,1.5099856512710434
IDS,N/A,27,257387,1.5863247368461975
A*(h2),Manhattan,25,2044,1.3564982432469497
A*(h1),Misplaced Titles,25,37137,1.5233239587840683
IDS,N/A,31,402082,1.5162972347277814
A*(h2),Manhattan,25,1776,1.348893675627826
A*(h1),Misplaced Titles,25,40057,1.527942942497815
IDS,N/A,33,541698,1.491936088192677
A*(h2),Manhattan,22,544,1.3315129803045147
A*(h1),Misplaced Titles,22,13808,1.542367135037614
IDS,N/A,28,271389,1.563352331793297
A*(h2),Manhattan,28,2173,1.3157721946908585
A*(h1),Misplaced Titles,28,84447,1.499510242682074
IDS,N/A,30,273495,1.5178597559256681
A*(h2),Manhattan,26,2227,1.3451120704753345
A*(h1),Misplaced Titles,24,29741,1.5359950470982338
IDS,N/A,28,265801,1.562191119478835
A*(h2),Manhattan,16,255,1.4138676615878643
A*(h1),Misplaced Titles,16,1043,1.5439839067170558
IDS,N/A,20,36886,1.6917768509618296
A*(h2),Manhattan,19,636,1.4045925950590448
A*(h1),Misplaced Titles,19,4054,1.5484194506589501
IDS,N/A,25,98809,1.5841337990278896
A*(h2),Manhattan,23,936,1.3464365937119291
A*(h1),Misplaced Titles,23,16435,1.5250860027931306
IDS,N/A,27,162562,1.5595550343208662
A*(h2),Manhattan,26,2073,1.3414099135328534
A*(h1),Misplaced Titles,26,42368,1.5064787104084896
IDS,N/A,44,1588904,1.3833562535663966
A*(h2),Manhattan,24,1934,1.3706787701853143
A*(h1),Misplaced Titles,24,21481,1.5153127262142738
IDS,N/A,32,354059,1.490763029035875
A*(h2),Manhattan,25,3794,1.3904772673572918
A*(h1),Misplaced Titles,25,38014,1.5247468429809519
IDS,N/A,33,462034,1.4847618015270783
A*(h2),Manhattan,17,272,1.3906246889879021
A*(h1),Misplaced Titles,17,1517,1.5385683662225222
IDS,N/A,19,61375,1.786485735696133
A*(h2),Manhattan,25,3793,1.3904626057524985
A*(h1),Misplaced Titles,25,38782,1.5259672327910012
IDS,N/A,27,155407,1.5569572496311246
A*(h2),Manhattan,23,504,1.310680927645798
A*(h1),Misplaced Titles,23,16102,1.5237292986820097
IDS,N/A,33,430896,1.4816258940436025
A*(h2),Manhattan,21,606,1.3567464577810753
A*(h1),Misplaced Titles,21,8178,1.5357358725270218
IDS,N/A,27,171797,1.562749849559872
A*(h2),Manhattan,27,4840,1.369227944770511
A*(h1),Misplaced Titles,27,74470,1.515108566924073
IDS,N/A,43,1441120,1.3906747992699695
A*(h2),Manhattan,21,534,1.348599259893337
A*(h1),Misplaced Titles,21,5581,1.5080469346802332
IDS,N/A,31,272724,1.4974278798436407
A*(h2),Manhattan,20,889,1.4042521194997233
A*(h1),Misplaced Titles,20,4280,1.51905041768492
IDS,N/A,22,158298,1.7232162928007122
A*(h2),Manhattan,23,1875,1.3877281663315912
A*(h1),Misplaced Titles,23,18030,1.5312400951112286
IDS,N/A,31,307553,1.503244682870454
A*(h2),Manhattan,22,611,1.3385612141471344
A*(h1),Misplaced Titles,22,10766,1.525018804600817
IDS,N/A,32,422168,1.4989819936613769
A*(h2),Manhattan,20,788,1.3958100175417727
A*(h1),Misplaced Titles,20,5103,1.5324675193514765
IDS,N/A,24,85918,1.6054132386402702
A*(h2),Manhattan,24,2872,1.3934488072115367
A*(h1),Misplaced Titles,24,21819,1.5162987784331048
IDS,N/A,28,201516,1.5468194566928313
A*(h2),Manhattan,27,3967,1.359178129810964
A*(h1),Misplaced Titles,27,71514,1.5128374326223006
IDS,N/A,37,778659,1.4428646816503192
A*(h2),Manhattan,25,2555,1.3686601931307325
A*(h1),Misplaced Titles,23,17143,1.5278852261916631
IDS,N/A,35,655366,1.46617312454593
A*(h2),Manhattan,27,5236,1.3732219203525389
A*(h1),Misplaced Titles,25,38128,1.524929482449555
IDS,N/A,39,1047459,1.4267979872475702
A*(h2),Manhattan,20,299,1.3297915208011077
A*(h1),Misplaced Titles,20,4176,1.5171831980824138
IDS,N/A,32,466660,1.5036829245790106
A*(h2),Manhattan,23,1904,1.3886545291346126
A*(h1),Misplaced Titles,23,17731,1.5301271871852287
IDS,N/A,31,301037,1.502206626722856
A*(h2),Manhattan,20,642,1.3815822705026428
A*(h1),Misplaced Titles,20,4599,1.5245201554422774
IDS,N/A,24,81312,1.6017317220833465
A*(h2),Manhattan,28,6652,1.3694116196321795
A*(h1),Misplaced Titles,28,85339,1.5000730631263235
IDS,N/A,48,1704407,1.348417697795454
A*(h2),Manhattan,20,147,1.283411323494133
A*(h1),Misplaced Titles,20,4088,1.515568409817367
IDS,N/A,20,26172,1.6629984543897112
A*(h2),Manhattan,14,57,1.3348105561457826
A*(h1),Misplaced Titles,14,274,1.4932242704110779
IDS,N/A,14,3973,1.8075066238674822
A*(h2),Manhattan,26,1440,1.3227430260589024
A*(h1),Misplaced Titles,26,49564,1.5155955487194364
IDS,N/A,30,249002,1.5131201956459823
A*(h2),Manhattan,20,1053,1.4161896580548017
A*(h1),Misplaced Titles,20,4439,1.5218233985875014
IDS,N/A,24,141061,1.6389232764933652
A*(h2),Manhattan,22,658,1.343077819668191
A*(h1),Misplaced Titles,22,10663,1.5243525713622084
IDS,N/A,26,165438,1.5875109925506459
A*(h2),Manhattan,21,514,1.3461500815840204
A*(h1),Misplaced Titles,21,7984,1.5339811579312594
IDS,N/A,33,519055,1.490006915917206
A*(h2),Manhattan,21,246,1.299732721610751
A*(h1),Misplaced Titles,21,7901,1.533217994595973
IDS,N/A,39,818078,1.4177841629879702
A*(h2),Manhattan,25,4815,1.4037955185933895
A*(h1),Misplaced Titles,25,37194,1.5234174133546772
IDS,N/A,25,137953,1.6054221327450653
A*(h2),Manhattan,25,4050,1.3941137188857664
A*(h1),Misplaced Titles,25,40725,1.5289540854185935
IDS,N/A,29,210488,1.5260176738316942
A*(h2),Manhattan,20,571,1.3735099358382554
A*(h1),Misplaced Titles,20,4364,1.5205273528434295
IDS,N/A,20,42325,1.7034517954328636
A*(h2),Manhattan,24,2064,1.3743992322061407
A*(h1),Misplaced Titles,24,20607,1.5126923669865902
IDS,N/A,34,513444,1.4721622560928707
A*(h2),Manhattan,23,1263,1.364091880691066
A*(h1),Misplaced Titles,23,16835,1.526681336945875
IDS,N/A,33,577573,1.4948380637797691
A*(h2),Manhattan,15,182,1.414723038090004
A*(h1),Misplaced Titles,15,536,1.5203525935598767
IDS,N/A,27,140213,1.5510356791958435
A*(h2),Manhattan,24,2191,1.3778230071183526
A*(h1),Misplaced Titles,24,21199,1.5144785986313436
IDS,N/A,24,169177,1.6513820322519563
A*(h2),Manhattan,26,4516,1.3821890846882507
A*(h1),Misplaced Titles,26,43122,1.5075011420242899
IDS,N/A,36,538472,1.4427762202966017
A*(h2),Manhattan,16,137,1.3600191871735112
A*(h1),Misplaced Titles,16,1004,1.540310787709742
IDS,N/A,20,77483,1.7557404764253228
A*(h2),Manhattan,21,1498,1.4164943554624556
A*(h1),Misplaced Titles,21,7982,1.5339628574711663
IDS,N/A,25,118348,1.5956088517459563
A*(h2),Manhattan,25,1722,1.3472286995639242
A*(h1),Misplaced Titles,25,36684,1.5225763069709959
IDS,N/A,29,254498,1.5360413586468726
A*(h2),Manhattan,20,563,1.3725412950361797
A*(h1),Misplaced Titles,20,4163,1.5169466965804108
IDS,N/A,22,68641,1.6589935944804595
A*(h2),Manhattan,24,2062,1.3743437154998348
A*(h1),Misplaced Titles,22,14240,1.5445284366608631
IDS,N/A,32,499550,1.5068866752023324
A*(h2),Manhattan,23,547,1.3153548401801476
A*(h1),Misplaced Titles,23,17285,1.5284333135536403
IDS,N/A,25,100939,1.5854858116182524
A*(h2),Manhattan,23,3696,1.4292848191935015
A*(h1),Misplaced Titles,23,19760,1.537352099295659
IDS,N/A,27,336904,1.6022211143291236
A*(h2),Manhattan,22,932,1.3644997189767856
A*(h1),Misplaced Titles,22,10830,1.525429716713565
IDS,N/A,32,442419,1.501178394646172
A*(h2),Manhattan,27,8480,1.397964498803712
A*(h1),Misplaced Titles,27,74099,1.5148283357596874
IDS,N/A,31,417521,1.5181413310680634
A*(h2),Manhattan,24,2445,1.384134475350886
A*(h1),Misplaced Titles,24,26432,1.5284647162553566
IDS,N/A,32,694929,1.5225116995912333
A*(h2),Manhattan,23,550,1.3156676730912282
A*(h1),Misplaced Titles,23,16758,1.5263770733654394
IDS,N/A,33,658715,1.5008046556976715
A*(h2),Manhattan,18,282,1.368122390199792
A*(h1),Misplaced Titles,18,1875,1.519964357343174
IDS,N/A,30,255557,1.514431354882779
A*(h2),Manhattan,28,5625,1.3612344993231067
A*(h1),Misplaced Titles,28,91896,1.504044178879021
IDS,N/A,38,786577,1.429391138433735
A*(h2),Manhattan,27,6477,1.3840825593389585
A*(h1),Misplaced Titles,25,36896,1.5229272982991078
IDS,N/A,35,530054,1.4573101956236432
A*(h2),Manhattan,22,731,1.34951607652238
A*(h1),Misplaced Titles,22,9348,1.5152601918106847
IDS,N/A,24,82238,1.6024876424905947
A*(h2),Manhattan,23,2407,1.4028805678166507
A*(h1),Misplaced Titles,23,17004,1.527344495931309
IDS,N/A,27,359280,1.6060415595706405
A*(h2),Manhattan,25,2077,1.3573675417879738
A*(h1),Misplaced Titles,25,36387,1.5220812989482988
IDS,N/A,31,374533,1.5128295636373736
A*(h2),Manhattan,25,4898,1.4047555326051637
A*(h1),Misplaced Titles,25,39242,1.5266871329509624
IDS,N/A,35,566709,1.4600970295364508
A*(h2),Manhattan,22,1001,1.3689367014283722
A*(h1),Misplaced Titles,22,10866,1.5256598373150625
IDS,N/A,32,423721,1.49915400612526
A*(h2),Manhattan,25,2558,1.3687244384257495
A*(h1),Misplaced Titles,25,37207,1.523438708299629
IDS,N/A,29,282867,1.5416493211483493
A*(h2),Manhattan,22,499,1.326297447740172
A*(h1),Misplaced Titles,22,9319,1.5150462046674753
IDS,N/A,28,174678,1.538943916676035
A*(h2),Manhattan,23,1097,1.3557602509987514
A*(h1),Misplaced Titles,23,17756,1.5302209247761311
IDS,N/A,31,317764,1.5048293331450837
A*(h2),Manhattan,22,1995,1.4125291029668576
A*(h1),Misplaced Titles,22,10868,1.525672600444664
IDS,N/A,26,146255,1.580003702645198
A*(h2),Manhattan,23,1271,1.3644664138014793
A*(h1),Misplaced Titles,23,17640,1.529784911439601
IDS,N/A,31,269292,1.496816281236091
A*(h2),Manhattan,24,896,1.3274336838363379
A*(h1),Misplaced Titles,24,19618,1.509595573695207
IDS,N/A,28,177977,1.5399726073576232
A*(h2),Manhattan,20,1046,1.4157174469294695
A*(h1),Misplaced Titles,20,4627,1.524982903909441
IDS,N/A,26,111646,1.563679757783924
A*(h2),Manhattan,20,306,1.3313310817471669
A*(h1),Misplaced Titles,20,4254,1.5185876872274682
IDS,N/A,32,390484,1.4953319107371499
A*(h2),Manhattan,20,270,1.323025418801206
A*(h1),Misplaced Titles,20,4138,1.5164899073754328
IDS,N/A,20,65933,1.7416269719425908
A*(h2),Manhattan,24,3405,1.4033679260406846
A*(h1),Misplaced Titles,24,20560,1.5125484548114911
IDS,N/A,34,484177,1.4696232178788733
A*(h2),Manhattan,15,185,1.4162658455352422
A*(h1),Misplaced Titles,15,604,1.5325069846923292
IDS,N/A,19,24614,1.702608716513812
A*(h2),Manhattan,20,594,1.3762246179361013
A*(h1),Misplaced Titles,20,4336,1.5200380647692522
IDS,N/A,22,51588,1.6375959617024007
A*(h2),Manhattan,24,1633,1.3610510795667505
A*(h1),Misplaced Titles,24,19831,1.510274972693928
IDS,N/A,28,200877,1.5466440129975407
A*(h2),Manhattan,25,2213,1.3608155288612425
A*(h1),Misplaced Titles,25,36422,1.522139834430375
IDS,N/A,35,626333,1.4642762164996195
A*(h2),Manhattan,17,294,1.397001594443576
A*(h1),Misplaced Titles,17,1230,1.5197044116141798
IDS,N/A,23,108230,1.655330361485717
A*(h2),Manhattan,24,2076,1.3747312537244536
A*(h1),Misplaced Titles,24,21518,1.5154213888090284
IDS,N/A,28,191890,1.5441178406627394
A*(h2),Manhattan,23,2114,1.3949857841213626
A*(h1),Misplaced Titles,23,17075,1.5276212223600933
IDS,N/A,27,148454,1.5543200201028151
A*(h2),Manhattan,24,1831,1.367556719215266
A*(h1),Misplaced Titles,24,22410,1.517988252713557
IDS,N/A,40,838414,1.4063274799020706
A*(h2),Manhattan,24,1453,1.3544440423891397
A*(h1),Misplaced Titles,24,21554,1.5155269428477154
IDS,N/A,28,231378,1.5544720970470074
A*(h2),Manhattan,25,3408,1.3845223901614885
A*(h1),Misplaced Titles,25,40049,1.5279307351777627
IDS,N/A,33,492447,1.4876327896943915
A*(h2),Manhattan,28,12400,1.4002114722799663
A*(h1),Misplaced Titles,26,51991,1.5183848181169364
IDS,N/A,30,383816,1.5351027010187883
A*(h2),Manhattan,16,168,1.3774689882339453
A*(h1),Misplaced Titles,16,817,1.5205961218918727
IDS,N/A,18,20120,1.7341651052524039
A*(h2),Manhattan,17,268,1.3894133213701743
A*(h1),Misplaced Titles,17,1264,1.5221438952703605
IDS,N/A,23,61040,1.614619513081651
A*(h2),Manhattan,29,18852,1.4041907839080228
A*(h1),Misplaced Titles,27,72115,1.5133064194784465
IDS,N/A,35,613491,1.4634097643276607
A*(h2),Manhattan,24,992,1.3330752121238585
A*(h1),Misplaced Titles,24,23892,1.5220439310905525
IDS,N/A,38,885284,1.433844893881631
A*(h2),Manhattan,21,538,1.3490785936433556
A*(h1),Misplaced Titles,21,7444,1.5288741285727274
IDS,N/A,21,74605,1.7062260500325244
A*(h2),Manhattan,26,4746,1.384832414825416
A*(h1),Misplaced Titles,26,44586,1.5094381676818973
IDS,N/A,28,214931,1.5503839083183362
A*(h2),Manhattan,23,2188,1.3970741229732162
A*(h1),Misplaced Titles,23,17189,1.5280632496275868
IDS,N/A,27,175466,1.5639734257573557
A*(h2),Manhattan,22,317,1.2992254282220193
A*(h1),Misplaced Titles,22,10682,1.5244759295188657
IDS,N/A,42,1325478,1.3988487992003433
A*(h2),Manhattan,20,613,1.3783928882534562
A*(h1),Misplaced Titles,20,4446,1.5219432993825663
IDS,N/A,22,85217,1.6753857959583685
A*(h2),Manhattan,30,23543,1.3987133716942572
A*(h1),Misplaced Titles,30,124145,1.4784193602234361
IDS,N/A,34,589698,1.4781700604010193
A*(h2),Manhattan,20,498,1.364147926223211
A*(h1),Misplaced Titles,20,4460,1.522182563907059
IDS,N/A,28,190418,1.5436932316030683
A*(h2),Manhattan,10,25,1.379729661461215
A*(h1),Misplaced Titles,10,56,1.4956115235716423
IDS,N/A,12,5029,2.034495824982534
A*(h2),Manhattan,28,3388,1.3368091429506694
A*(h1),Misplaced Titles,28,84594,1.4996033878393091
IDS,N/A,38,734083,1.4267954473559508
A*(h2),Manhattan,25,2161,1.3595218462119862
A*(h1),Misplaced Titles,23,18183,1.5318027663848268
IDS,N/A,33,412973,1.4797196606414789
A*(h2),Manhattan,25,4422,1.3990226622674689
A*(h1),Misplaced Titles,25,36898,1.5229306003105443
IDS,N/A,35,643634,1.4654166229436714
A*(h2),Manhattan,21,1138,1.398075367189092
A*(h1),Misplaced Titles,21,8577,1.5392235031386006
IDS,N/A,25,102916,1.5867164196725754
A*(h2),Manhattan,20,606,1.3776015768185816
A*(h1),Misplaced Titles,20,4426,1.5216002483579474
IDS,N/A,20,27238,1.6663213575105564
A*(h2),Manhattan,18,344,1.3833112645035317
A*(h1),Misplaced Titles,18,2027,1.5265607685440117
IDS,N/A,22,47566,1.6315650450601233
A*(h2),Manhattan,19,546,1.3933581771459254
A*(h1),Misplaced Titles,19,2580,1.5120248607094116
IDS,N/A,19,175274,1.8879267128392905
A*(h2),Manhattan,24,2234,1.3789392453656353
A*(h1),Misplaced Titles,22,10435,1.5228556813648408
IDS,N/A,24,85603,1.605167560733282
A*(h2),Manhattan,23,2479,1.4046794869111545
A*(h1),Misplaced Titles,23,17494,1.529232221159034
IDS,N/A,23,76516,1.6305610154856396
A*(h2),Manhattan,17,256,1.3856743389806951
A*(h1),Misplaced Titles,17,1095,1.50934689557938
IDS,N/A,25,141408,1.6070114058223586
A*(h2),Manhattan,27,4638,1.3670677167201846
A*(h1),Misplaced Titles,25,38729,1.525883761733795
IDS,N/A,35,630319,1.464541645299258
A*(h2),Manhattan,21,646,1.3608823956744978
A*(h1),Misplaced Titles,19,3584,1.5384096663269882
IDS,N/A,27,173606,1.5633562456271937
A*(h2),Manhattan,23,1715,1.3823568830781254
A*(h1),Misplaced Titles,23,19386,1.536075388487358
IDS,N/A,27,182171,1.5661471500731372
A*(h2),Manhattan,28,2577,1.323809565765003
A*(h1),Misplaced Titles,28,83279,1.498764544875336
IDS,N/A,30,321319,1.526035184484862
A*(h2),Manhattan,17,47,1.2541766113471966
A*(h1),Misplaced Titles,17,1161,1.5145522071803352
IDS,N/A,23,107084,1.654564407302725
A*(h2),Manhattan,20,605,1.377487824133792
A*(h1),Misplaced Titles,20,4809,1.5279274695777545
IDS,N/A,22,64750,1.6545988454306748
